f0,f1,f2,f3,f4,f5,target
46.0,0.64,0.0,1.0,0.0,0.0,1
42.0,0.68,0.0,1.0,0.0,0.0,1
65.0,0.72,0.0,1.0,0.0,0.0,1
46.0,0.76,0.0,1.0,0.0,0.0,0
58.0,0.76,0.0,1.0,0.0,0.0,1
42.0,0.8,0.0,1.0,0.0,0.0,0
48.0,0.8,0.0,1.0,0.0,0.0,0
58.0,0.8,0.0,1.0,0.0,0.0,0
50.0,0.82,0.0,1.0,0.0,0.0,1
80.0,0.82,0.0,1.0,0.0,0.0,1
63.0,0.84,0.0,1.0,0.0,0.0,1
65.0,0.84,0.0,1.0,0.0,0.0,1
70.0,0.84,0.0,1.0,0.0,0.0,1
70.0,0.84,0.0,1.0,0.0,0.0,1
72.0,0.84,0.0,1.0,0.0,0.0,0
97.0,0.84,0.0,1.0,0.0,0.0,1
46.0,0.88,0.0,1.0,0.0,0.0,1
56.0,0.88,0.0,1.0,0.0,0.0,0
70.0,0.88,0.0,1.0,0.0,0.0,1
70.0,0.88,0.0,1.0,0.0,0.0,1
72.0,0.88,0.0,1.0,0.0,0.0,0
76.0,0.88,0.0,1.0,0.0,0.0,1
90.0,0.88,0.0,1.0,0.0,0.0,1
76.0,0.92,0.0,1.0,0.0,0.0,0
92.0,0.92,0.0,1.0,0.0,0.0,0
21.0,0.68,0.0,1.0,0.0,1.0,1
40.0,0.68,0.0,1.0,0.0,1.0,0
44.0,0.72,0.0,1.0,0.0,1.0,0
54.0,0.76,0.0,1.0,0.0,1.0,1
36.0,0.78,0.0,1.0,0.0,1.0,1
40.0,0.8,0.0,1.0,0.0,1.0,0
56.0,0.8,0.0,1.0,0.0,1.0,1
60.0,0.8,0.0,1.0,0.0,1.0,0
48.0,0.84,0.0,1.0,0.0,1.0,1
53.0,0.84,0.0,1.0,0.0,1.0,0
60.0,0.84,0.0,1.0,0.0,1.0,1
60.0,0.84,0.0,1.0,0.0,1.0,1
65.0,0.84,0.0,1.0,0.0,1.0,1
68.0,0.84,0.0,1.0,0.0,1.0,0
60.0,0.88,0.0,1.0,0.0,1.0,1
81.0,0.88,0.0,1.0,0.0,1.0,1
81.0,0.88,0.0,1.0,0.0,1.0,1
48.0,0.9,0.0,1.0,0.0,1.0,0
48.0,0.9,0.0,1.0,0.0,1.0,1
56.0,0.9,0.0,1.0,0.0,1.0,1
68.0,0.9,0.0,1.0,0.0,1.0,0
75.0,0.9,0.0,1.0,0.0,1.0,1
81.0,0.9,0.0,1.0,0.0,1.0,1
48.0,0.92,0.0,1.0,0.0,1.0,0
68.0,0.92,0.0,1.0,0.0,1.0,1
16.0,0.64,0.0,0.0,0.0,1.0,0
19.0,0.64,0.0,0.0,0.0,1.0,1
19.0,0.68,0.0,0.0,0.0,1.0,1
32.0,0.72,0.0,0.0,0.0,1.0,1
33.0,0.72,0.0,0.0,0.0,1.0,0
33.0,0.74,0.0,0.0,0.0,1.0,0
30.0,0.76,0.0,0.0,0.0,1.0,1
42.0,0.76,0.0,0.0,0.0,1.0,0
42.0,0.76,0.0,0.0,0.0,1.0,1
33.0,0.78,0.0,0.0,0.0,1.0,0
26.0,0.8,0.0,0.0,0.0,1.0,1
30.0,0.8,0.0,0.0,0.0,1.0,0
40.0,0.82,0.0,0.0,0.0,1.0,1
54.0,0.82,0.0,0.0,0.0,1.0,1
34.0,0.84,0.0,0.0,0.0,1.0,1
34.0,0.84,0.0,0.0,0.0,1.0,0
47.0,0.84,0.0,0.0,0.0,1.0,0
47.0,0.84,0.0,0.0,0.0,1.0,1
42.0,0.88,0.0,0.0,0.0,1.0,0
47.0,0.88,0.0,0.0,0.0,1.0,0
54.0,0.88,0.0,0.0,0.0,1.0,0
54.0,0.88,0.0,0.0,0.0,1.0,1
56.0,0.88,0.0,0.0,0.0,1.0,1
60.0,0.88,0.0,0.0,0.0,1.0,1
44.0,0.92,0.0,0.0,0.0,1.0,1
