f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,target
1.0,26.89890881,8.0,11.25304845,10.0,11.17982519,20.0,8.563117843,29.0,9.148166345,3
1.0,33.89687896,6.0,11.42003067,8.0,11.9306497,10.0,11.37065872,28.0,10.77318321,3
1.0,30.43497469,4.0,8.671016066,10.0,10.5346831,20.0,8.314171248,27.0,9.299217291,3
1.0,38.44330351,9.0,11.40824026,22.0,9.236571788,47.0,0.212904557,58.0,0.384771239,3
1.0,31.67994104,9.0,11.10725821,24.0,9.928211419,54.0,0.397536753,56.0,0.380856456,3
1.0,38.98099065,12.0,7.167303366,22.0,12.60047863,27.0,10.84708014,68.0,7.010885444,4
1.0,30.03338734,3.0,11.61934821,11.0,13.7579472,15.0,14.7299584,21.0,21.95749781,4
1.0,12.8088239,9.0,9.180802348,20.0,9.763834846,27.0,14.78479445,33.0,7.920033669,4
1.0,13.38318482,10.0,10.67651974,18.0,10.39657963,27.0,13.69861745,69.0,7.556269382,4
1.0,9.448159122,7.0,7.13905594,17.0,7.673239784,23.0,11.40694359,27.0,8.339218318,4
1.0,28.25072239,4.0,8.759953564,31.0,10.29473484,40.0,7.882361711,108.0,5.921683151,4
1.0,17.99966287,19.0,5.390525455,28.0,4.147754696,34.0,6.735361907,77.0,3.886856332,4
1.0,14.38051891,8.0,9.682545356,10.0,9.547938659,16.0,8.090864735,19.0,21.58005441,4
1.0,14.69338864,3.0,7.080387918,9.0,10.50335808,18.0,20.83686685,22.0,7.418319081,4
1.0,12.33896187,9.0,9.849288505,16.0,9.556817094,20.0,9.911642255,23.0,13.19926799,4
1.0,5.627893567,3.0,5.235575808,11.0,5.31981694,26.0,6.752197376,35.0,9.921370075,4
1.0,9.43419123,3.0,4.941705854,11.0,6.222078338,21.0,7.144823265,31.0,12.6554632,4
1.0,10.10147039,6.0,9.664044727,13.0,9.397333812,19.0,13.71245667,25.0,16.35557146,4
1.0,10.10107985,7.0,9.238591938,14.0,11.3350924,21.0,17.32863884,55.0,7.707412939,4
1.0,5.17518437,15.0,2.264627402,39.0,6.113166593,58.0,2.315474988,73.0,3.037624764,4
1.0,8.356221531,15.0,4.748153534,28.0,5.644862803,33.0,5.034169311,43.0,9.77820924,4
1.0,80.37852218,6.0,10.08223951,11.0,11.032176,19.0,17.98079441,22.0,18.54817136,4
1.0,58.5637489,3.0,16.68127589,10.0,11.72686579,17.0,17.95773253,21.0,20.79853044,4
1.0,49.92173241,3.0,15.65682178,12.0,11.03974697,21.0,22.62038455,63.0,9.193473919,4
1.0,58.56415389,8.0,11.47261507,10.0,11.86875671,18.0,20.31624535,21.0,16.80428065,4
1.0,52.52284443,5.0,13.02801244,9.0,12.26551438,17.0,19.18361306,21.0,14.9936403,4
1.0,33.87245642,7.0,5.670681999,17.0,5.099745886,36.0,9.89162657,43.0,5.642015309,4
1.0,30.70979885,6.0,6.770417886,34.0,9.205792854,46.0,5.83966346,116.0,5.648188056,4
1.0,39.18979789,6.0,8.457085383,11.0,7.008852275,29.0,12.32409084,34.0,8.23824115,4
1.0,32.51853271,5.0,7.12423189,24.0,10.72711044,34.0,8.48691076,83.0,6.860110781,4
1.0,31.635803,6.0,7.580790759,15.0,7.819218442,25.0,10.3849732,34.0,8.123084982,4
1.0,31.59917429,4.0,10.00205566,20.0,12.99106003,28.0,13.11347356,72.0,9.003935581,4
1.0,38.80150568,5.0,9.448953457,9.0,8.154926573,21.0,13.32471596,31.0,11.43742269,4
1.0,44.09314645,4.0,11.80044831,6.0,11.49298217,10.0,11.69366718,35.0,5.365680093,6
1.0,42.51158434,8.0,18.17627963,26.0,7.452632313,60.0,0.589977051,96.0,0.663877248,6
1.0,36.27871378,12.0,12.7959039,32.0,4.515436645,39.0,5.003467002,72.0,0.558107216,6
1.0,35.81511484,8.0,11.21569442,12.0,10.64768323,36.0,3.185094538,43.0,3.731038856,6
1.0,42.30669398,6.0,15.62346678,9.0,15.64876926,26.0,5.165912986,30.0,6.016999238,6
1.0,36.30940442,5.0,10.97690976,7.0,11.51400665,10.0,11.48917928,35.0,3.72157963,6
1.0,35.08205861,10.0,9.654081483,30.0,2.036541683,37.0,1.937931871,56.0,0.20993265,6
1.0,46.32910936,5.0,13.79830565,9.0,15.0813681,30.0,3.431604972,56.0,0.409764866,6
1.0,43.7716371,6.0,12.21980683,24.0,4.680468708,33.0,6.300462798,80.0,0.502060202,6
1.0,38.13026434,7.0,11.82297172,9.0,11.67716231,34.0,4.633789102,61.0,0.424320594,6
1.0,39.14196658,6.0,11.53569501,10.0,10.35948855,36.0,3.855009833,133.0,0.367435572,6
1.0,36.14201627,6.0,14.34358088,31.0,5.193835576,115.0,0.467805765,117.0,0.470139437,6
1.0,34.1607814,7.0,11.97500824,9.0,11.85736313,30.0,3.777067167,35.0,4.451159681,6
1.0,39.1856956,6.0,12.52929541,27.0,3.383312171,31.0,3.58478442,117.0,0.385961557,6
1.0,41.37100874,6.0,14.97100786,30.0,4.342140894,57.0,0.445617565,113.0,0.462758705,6
1.0,43.04436243,6.0,15.22263359,25.0,3.970791108,30.0,4.059299727,58.0,0.438515682,6
1.0,48.49881499,5.0,15.16025691,8.0,13.61973015,23.0,3.704090222,27.0,4.065735206,6
1.0,38.17783222,7.0,11.54867211,11.0,11.75433,32.0,3.859418134,36.0,3.978170661,6
1.0,51.57781532,7.0,11.45478739,11.0,14.25399202,29.0,3.643169103,34.0,4.239338488,6
1.0,41.99102668,7.0,16.19562675,16.0,6.965452862,25.0,5.87264264,40.0,0.700317435,6
1.0,41.76188996,7.0,14.96995668,23.0,3.837063548,27.0,3.503819393,105.0,0.329340541,6
1.0,50.14360211,4.0,16.79140966,7.0,19.00940984,24.0,5.204431727,50.0,0.572479296,6
1.0,35.77143355,6.0,11.85911142,11.0,12.99183298,31.0,4.016257962,38.0,4.115723531,6
1.0,45.79092652,8.0,12.74534716,12.0,13.37847281,31.0,3.979896293,38.0,3.934027265,6
1.0,31.41669664,8.0,9.949677366,12.0,9.395061443,36.0,2.735870142,41.0,2.515527726,6
1.0,48.41611555,4.0,19.11549121,7.0,16.20074755,21.0,5.14027146,25.0,4.704551959,6
1.0,52.32085378,5.0,15.15534793,10.0,16.59477641,27.0,4.422828001,33.0,4.496197911,6
1.0,62.81899702,6.0,16.85473279,9.0,18.8465031,28.0,4.222954892,105.0,0.44713484,6
1.0,49.97038924,6.0,13.31580938,9.0,13.67876863,29.0,2.423558026,39.0,0.262176313,6
1.0,52.95522371,8.0,16.26684565,25.0,3.748236535,30.0,3.232994406,113.0,0.489805763,6
1.0,67.10616153,5.0,19.75848429,9.0,19.87736635,27.0,3.787250686,68.0,0.565265447,6
1.0,55.96696336,5.0,19.52799081,9.0,16.60677345,29.0,3.644327792,111.0,0.571390866,6
1.0,20.88710811,4.0,5.145423998,13.0,5.077424805,16.0,4.988845797,28.0,5.371591857,7
1.0,24.49817046,3.0,6.561233663,11.0,6.047536057,25.0,6.959233234,28.0,6.423728388,7
1.0,19.48852237,3.0,7.09641807,9.0,7.364432894,20.0,7.11209857,23.0,7.205062576,7
1.0,20.77308436,4.0,6.967182501,7.0,6.527580176,9.0,7.156720597,22.0,6.40246304,7
1.0,23.00298257,3.0,7.816522726,5.0,6.863980621,9.0,6.533556078,21.0,6.524262657,7
1.0,26.9808875,5.0,6.590261828,9.0,6.32504405,24.0,6.081609893,26.0,6.043336215,7
1.0,28.05934049,6.0,6.829814937,9.0,6.802732107,18.0,6.056801057,23.0,6.251997627,7
1.0,32.45377378,4.0,7.263128543,7.0,5.679873621,21.0,5.152688455,26.0,5.280472326,7
1.0,25.79604284,3.0,8.938376074,5.0,7.906995565,14.0,4.779411295,24.0,5.55682059,7
1.0,22.99067681,3.0,9.365617832,5.0,8.552339994,8.0,7.574890245,21.0,7.192206085,7
1.0,20.22717219,3.0,9.391162247,5.0,9.55147302,12.0,6.443547825,23.0,6.526278782,7
1.0,32.18580759,4.0,7.65114913,16.0,4.345055344,20.0,5.47295936,35.0,0.549326722,7
1.0,29.49981731,9.0,5.051245561,19.0,4.10929659,25.0,4.697593223,62.0,0.595649225,7
1.0,19.84977517,5.0,2.840007685,8.0,2.290868395,25.0,0.955641478,29.0,0.871720458,7
1.0,16.13674168,5.0,3.891459326,9.0,3.131946659,12.0,2.688951345,32.0,1.995326199,7
1.0,11.04683587,9.0,3.304649343,20.0,1.465626853,31.0,1.872026242,44.0,0.236048944,7
1.0,13.20111444,5.0,4.159420801,21.0,1.266056361,25.0,1.036252629,27.0,1.057079881,7
1.0,11.74994702,9.0,3.599808017,30.0,2.379782721,42.0,0.267249196,46.0,0.264194985,7
1.0,12.45933749,3.0,5.110021733,15.0,1.641190086,19.0,1.605066199,21.0,1.668228328,7
1.0,13.96583717,6.0,5.822022713,26.0,2.956854306,39.0,0.308919009,52.0,0.224644347,7
1.0,15.65655678,4.0,5.75986679,11.0,1.961944582,18.0,1.385620288,25.0,1.708567552,7
1.0,17.63213184,4.0,5.666634363,26.0,2.702063201,38.0,0.208966664,53.0,0.198392832,7
1.0,19.50209833,4.0,5.226474245,8.0,4.325262292,17.0,2.371743293,27.0,2.969403139,7
1.0,12.38784561,4.0,3.963006241,8.0,2.843147001,11.0,1.545970692,19.0,1.33378003,7
1.0,14.5380234,18.0,1.500878947,25.0,1.571485408,54.0,0.108151583,58.0,0.106257262,7
1.0,16.381961,3.0,7.312660683,9.0,6.409765275,17.0,4.188532209,25.0,5.108858376,7
1.0,16.56608545,9.0,5.243367232,16.0,3.387092357,18.0,3.286514052,26.0,4.254859409,7
1.0,19.39385263,4.0,5.894609892,7.0,4.884537985,9.0,4.81507233,27.0,4.55852,7
1.0,17.33086786,5.0,5.999381478,8.0,5.554129575,23.0,3.810781746,25.0,3.839398218,7
1.0,41.63292828,4.0,7.148137818,7.0,3.871756497,10.0,2.696298231,33.0,3.212307741,2
1.0,20.45290016,3.0,5.008155053,6.0,2.808167453,8.0,1.921960238,34.0,3.473724875,2
1.0,14.55408008,3.0,4.669384577,5.0,2.570223603,30.0,2.205520664,112.0,1.892280749,2
1.0,18.62567211,3.0,5.659418002,5.0,3.381457123,7.0,2.302673362,31.0,3.12621745,2
1.0,14.82471485,3.0,4.638589766,5.0,2.703567869,36.0,2.23683316,132.0,1.911791564,2
1.0,24.07619973,3.0,7.670521678,5.0,4.177653118,7.0,2.631749549,31.0,2.994763763,2
1.0,15.79046818,3.0,4.058399868,6.0,2.378770532,8.0,1.832412416,32.0,2.274978338,2
1.0,27.91687269,3.0,6.92587635,5.0,3.019151023,8.0,2.386313167,44.0,1.870010496,2
1.0,12.8163027,3.0,3.556112975,5.0,1.71007585,8.0,1.079184866,41.0,1.444393604,2
1.0,11.21755185,3.0,3.115170735,8.0,1.081863669,41.0,1.280318116,156.0,0.917231228,2
1.0,12.99621459,4.0,2.779829264,6.0,1.905630325,38.0,1.526968492,143.0,1.166600818,2
1.0,18.33294185,3.0,5.000319292,5.0,2.483882021,8.0,1.474771588,40.0,1.8051379,2
1.0,13.08589494,3.0,3.965726338,5.0,2.347693466,7.0,1.659447878,38.0,1.683650042,2
1.0,18.32697476,4.0,3.788302012,6.0,1.905853095,10.0,1.289351623,13.0,1.124980243,2
1.0,20.77728547,6.0,2.472135752,9.0,1.503555948,44.0,1.957133511,163.0,1.463956902,2
1.0,17.52383951,3.0,5.408101671,5.0,2.93151985,7.0,1.863915577,37.0,1.902087611,2
1.0,16.86616344,3.0,4.760064318,5.0,2.707343797,7.0,1.758288961,40.0,1.885078874,2
1.0,15.32402237,3.0,4.709981578,5.0,2.61045138,39.0,1.774182863,147.0,1.693167323,2
1.0,13.28790243,4.0,2.106660987,7.0,0.981052821,9.0,0.92141421,66.0,0.856740646,2
1.0,8.943850169,3.0,2.151919296,6.0,1.006444411,46.0,1.093781527,172.0,0.852989463,2
1.0,8.192914584,3.0,2.225595046,6.0,1.223701598,40.0,1.196533634,150.0,1.091923435,2
1.0,11.10506292,3.0,3.326978966,5.0,2.01312788,7.0,1.382124028,34.0,1.437905765,2
1.0,6.487776199,3.0,2.131129643,5.0,1.341976865,33.0,1.444181381,122.0,1.250401546,2
1.0,22.77985359,4.0,4.338689607,8.0,2.209488868,11.0,1.622221204,32.0,2.944881136,2
1.0,19.24822476,3.0,5.334856204,5.0,2.778746872,8.0,1.681897223,37.0,2.03358189,2
1.0,17.12081153,3.0,4.984725137,5.0,2.45908637,8.0,1.498852022,30.0,2.666835473,2
1.0,15.58193259,3.0,4.381263395,6.0,2.744574563,22.0,2.266489598,29.0,3.553838272,2
1.0,19.74154492,3.0,6.217657855,6.0,3.742753924,17.0,2.148422088,28.0,3.294822735,2
1.0,34.85606331,9.0,3.485704428,14.0,2.681834656,19.0,2.90877644,40.0,3.964350847,1
1.0,42.15346604,5.0,3.953896984,10.0,3.027165929,12.0,2.793533443,32.0,5.012455958,1
1.0,34.61770185,5.0,6.082421401,20.0,2.770179626,22.0,2.788813324,30.0,4.961338853,1
1.0,39.38096145,5.0,6.746161283,18.0,2.873152612,31.0,4.777703314,102.0,3.12029809,1
1.0,40.9066734,5.0,5.712784045,7.0,5.473389072,31.0,4.211303886,97.0,2.80916193,1
1.0,42.53898884,28.0,3.576411271,66.0,2.86983358,94.0,2.721864367,106.0,2.848775698,1
1.0,33.53240571,21.0,3.911211515,28.0,6.494585757,67.0,3.164066741,92.0,3.858917344,1
1.0,31.81918051,10.0,2.460411106,12.0,2.600773814,24.0,2.830837096,32.0,5.194407232,1
1.0,35.78125835,21.0,1.939966998,25.0,1.859104458,34.0,5.118789179,81.0,2.777029749,1
1.0,40.99380469,6.0,4.103333901,37.0,3.508254219,87.0,1.626316497,118.0,1.17714924,1
1.0,41.47829769,11.0,2.290834499,24.0,3.238818883,32.0,4.782413134,105.0,2.881238265,1
1.0,40.99711423,8.0,8.408006252,20.0,3.375950236,33.0,5.322593376,77.0,2.958381346,1
1.0,31.29096818,6.0,8.24921089,16.0,3.43030064,25.0,3.515485227,32.0,6.340451495,1
1.0,40.56439226,8.0,2.701093321,19.0,2.49336521,27.0,4.474947562,66.0,2.46703947,1
1.0,40.94277957,5.0,7.847348907,23.0,2.920459789,31.0,5.226561724,102.0,3.302852225,1
1.0,34.36262513,5.0,7.708480162,23.0,3.003778764,31.0,5.714437854,102.0,3.01933326,1
1.0,37.53212548,8.0,2.901296851,10.0,2.554092044,34.0,1.865343906,45.0,3.371658729,1
1.0,37.9542062,5.0,5.304734433,9.0,3.294002151,31.0,4.909806125,102.0,2.940490031,1
1.0,29.53717316,3.0,7.645681633,7.0,4.47136985,20.0,3.774854022,27.0,6.480871021,1
1.0,32.47579245,5.0,4.916379039,7.0,3.396951904,27.0,7.033304693,65.0,3.745075464,1
1.0,25.26342134,3.0,8.190999465,10.0,3.9517844,19.0,4.07486691,26.0,6.656287185,1
1.0,23.41131823,3.0,6.036561004,6.0,4.644629618,9.0,3.576623001,26.0,6.560265626,1
1.0,29.30591356,4.0,6.338082798,8.0,4.754761622,17.0,4.481433559,23.0,7.004200846,1
1.0,24.57705003,4.0,5.35660067,8.0,3.973641884,18.0,3.271016941,23.0,5.301254008,1
1.0,29.18384309,4.0,5.463103778,7.0,3.645564381,11.0,3.23697173,28.0,5.164743106,1
1.0,30.80725925,4.0,5.598163696,8.0,4.340350609,21.0,3.416762214,28.0,5.73338595,1
1.0,24.2564979,7.0,4.030208066,13.0,3.425351651,26.0,4.976700764,61.0,3.238162748,1
1.0,39.44848008,9.0,32.4658124,15.0,32.80025977,24.0,20.96589017,29.0,10.98357862,0
1.0,42.61856453,11.0,29.64613651,17.0,32.24258051,21.0,21.35596404,28.0,21.34376255,0
1.0,40.03363213,11.0,25.37557286,19.0,27.88996131,29.0,12.66676728,70.0,4.914061373,0
1.0,39.42004492,11.0,26.7754791,19.0,26.53855743,22.0,17.02194605,30.0,15.89746512,0
1.0,33.61553207,3.0,9.75452021,14.0,17.33324337,23.0,19.02885815,36.0,5.094837365,0
1.0,32.44945613,13.0,19.70689543,21.0,19.14724848,34.0,9.059915473,72.0,4.132467051,0
1.0,31.56102891,8.0,30.94570048,13.0,24.6843303,21.0,19.31890501,50.0,6.539543994,0
1.0,40.26200202,7.0,38.0425346,12.0,36.45243684,16.0,26.1531562,20.0,31.61689761,0
1.0,33.71369304,13.0,19.61338573,21.0,19.64558802,26.0,13.23449544,33.0,13.73615489,0
1.0,29.51081746,15.0,11.58359579,25.0,13.33179611,32.0,4.865131646,85.0,2.664020516,0
1.0,28.78798044,13.0,17.94073053,22.0,19.42545436,28.0,10.19551447,34.0,14.64039495,0
1.0,31.12843922,4.0,8.306980589,14.0,16.77161287,23.0,13.68914647,26.0,11.33306892,0
1.0,28.91396003,10.0,20.43898261,19.0,22.28929129,23.0,11.54479419,28.0,13.89701468,0
1.0,27.33189863,9.0,23.1119462,15.0,24.7217314,24.0,18.04534434,30.0,11.8994995,0
1.0,27.58306663,11.0,20.47528967,20.0,22.04880023,24.0,10.10533922,29.0,14.29435265,0
1.0,27.89636279,9.0,23.29019008,16.0,25.15867421,19.0,14.36050844,25.0,21.02367286,0
1.0,27.04095936,8.0,24.94851369,13.0,25.40704711,22.0,23.48497969,29.0,14.90547019,0
1.0,28.90323453,9.0,24.12964585,15.0,26.4781391,24.0,21.23243876,31.0,15.26779714,0
1.0,30.0739254,13.0,16.26187165,25.0,18.10522137,32.0,9.530086172,36.0,11.33654696,0
1.0,23.51684927,8.0,22.83930441,14.0,22.26627471,22.0,20.60775372,27.0,12.62024032,0
1.0,29.49258757,10.0,21.93992559,17.0,23.45740051,21.0,13.67242354,26.0,17.64944809,0
1.0,27.41255415,9.0,22.09537169,16.0,23.87838396,20.0,12.15175911,24.0,18.76579615,0
1.0,31.7950506,8.0,29.02148528,13.0,31.1384216,21.0,26.00596847,27.0,17.0515699,0
1.0,28.43650406,11.0,19.57451606,19.0,20.7734231,23.0,10.15921849,29.0,13.01344714,0
1.0,21.57674756,11.0,15.87048325,21.0,17.87016192,26.0,7.712591365,33.0,10.95696227,0
1.0,26.88177156,9.0,22.93091442,15.0,23.86951513,19.0,12.20062063,24.0,17.28535796,0
1.0,28.99590694,9.0,24.40780599,15.0,25.23689134,19.0,12.18969611,24.0,15.96597841,0
1.0,24.25013354,8.0,17.39384619,17.0,21.47659914,23.0,11.90525098,27.0,9.668351761,0
1.0,23.59766087,10.0,22.42950293,15.0,14.99457781,18.0,15.88358564,25.0,14.16554279,0
1.0,30.19025157,8.0,26.1150238,14.0,26.9448419,23.0,24.18993758,31.0,14.22419851,0
