dataset,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,can_cor.mean,can_cor.sd,ch,class_conc.mean,class_conc.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,eq_num_attr,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,int,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,lh_trace,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,nr_attr,nr_bin,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,nre,ns_ratio,p_trace,pb,range.mean,range.sd,roy_root,sc,sd.mean,sd.sd,sd_ratio,sil,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,vdb,vdu,w_lambda
openml_Australian_40981,0.056911098255938694,0.1437972165961777,0.8179890612353434,0.9484672461038864,0.04927536231884058,0.7904375545265463,0.20895718125363705,47.592642316815294,0.047890346902283526,0.12374970116861124,0.9912308989033523,0.07062730151928691,0.08858184246371956,10.344834782068775,82.92526057199935,613.117689870168,1873.0992744069854,24.801591679587986,0.5,0.07788422517417042,6.531944637473466,21.434523730368856,73.84620537908083,2.6708162601951853,10.502727152166816,20.294117647058822,199.93068003048944,14.183823529411764,36.17258236897998,1.7692535373498248,0.9180002129918563,35.450754916554175,72.19889809225722,1.6651850199951477,7.7400441176470585,22.733095868454832,34.088235294117645,84.21450520961656,11.510741687979536,31.300636999917725,8.691176470588236,26.93932990153378,0.17647058823529413,0.3869529949759475,0.03996642278887074,0.08636743682129519,34.0,28.0,2.0,0.0071301247771836,1.0,690.0,0.0,34.0,24.0,0.6870689028587588,19.466907072381893,0.6247915276059068,-0.12585945498266513,33.911764705882355,83.8813619804813,1.6651850199951477,0.0,9.365953726070103,23.266235402026954,1.1673732681615896,0.07741629956000173,3.88465386251061,4.7752468891321485,0.4129308499677103,0.18942813290914323,9.876669508383063,28.401277179298784,613.1176898701679,1808.7218592507847,3.625171765887236,1.281255005830604e-07,0.37520847239409316
openml_autoHorse_840,0.07897101832810616,0.10531998420765377,0.9442320552752133,0.870182025739035,0.3270440251572327,0.9382978367970177,0.20895718125363705,149.57966496392103,0.0606397955274253,0.08337145272848047,0.9244571409964927,0.15495196009268206,0.16791248693076732,2608.9298402200725,70863.76634294013,673093.3769795691,4817277.763620282,8.461709354433307,0.5,0.22680783547493033,9.408388710054494,20.303998208322263,8698.402744812945,8.02347662832473,13.915604130453778,3.0576923076923075,9108.830974134555,171.81182692307692,1024.2071100378037,1.759437377014626,0.7661864756150363,16.95004142213622,35.47530022275026,7.361401900213222,87.58972707692307,495.7783141663188,901.3425,4944.735703880134,379.60054668601845,1747.814300774332,335.94884615384615,1481.7061317869725,216.67326923076928,920.6920358136435,0.10925181925708023,0.16112971700673245,52.0,36.0,2.0,0.05656108597285068,1.0,159.0,0.0,52.0,44.0,0.6407848608302267,7.64271242068146,0.8804028305379629,-0.47347732634539047,684.6692307692308,4164.837028214154,7.361401900213222,0.0,133.4902263191702,817.387448578234,1.1673732681615896,0.4716529020025189,2.9716013541534347,3.1000760884615226,0.3565944499957299,0.21449826636493174,350.0206681205393,1567.8307653140273,673093.3769795698,4790081.525995875,0.7744841939996547,5.867453019345187e-07,0.11959716946203712
openml_autoMpg_831,0.05127518783520133,0.12369751129070054,0.8722034130515804,0.9532808801257013,0.05612244897959184,0.8633357271922079,0.20895718125363705,480.288141669641,0.07368516000105337,0.1318757183167797,0.9977267563655193,0.11403451761559433,0.15303887435916558,506.6522021202609,5760.091738919838,33360.266066419674,156076.76761181472,7.9010221698756835,0.5,0.03968456425026539,142.90779664330927,608.6094478022402,1273.227081782427,136.77376801802427,585.5347041075955,17.818181818181817,1310.3032644734647,73.43181818181819,296.3146069979445,1.743651982251702,0.8014601276548233,14.291091153872003,31.272049470274947,2.9269366396752683,48.636019090909095,201.88608338443737,266.71818181818185,1093.598452744039,149.72932513914654,633.2735911746161,139.29545454545453,596.1993047050089,78.86363636363636,343.07743058473466,0.12627818716539785,0.19998935582493305,22.0,18.0,2.0,0.03896103896103896,1.0,392.0,0.0,22.0,19.0,0.6915714881439792,5.906999796482488,0.7453485778464983,-0.4659629927059628,187.85454545454547,751.1035999351205,2.9269366396752683,0.0,45.47151457701745,181.0600220693493,1.1673732681615896,0.4379922411197164,3.0125051520284902,2.694837655278421,0.4092436437691971,0.1942839965804551,143.31346302003084,609.4774006094344,33360.266066419645,153712.52222167642,0.7068551121797713,5.233264619830982e-08,0.2546514221535016
openml_autoPrice_756,0.16131620970771027,0.1026653097674594,2.243884484321616,0.14047220530625523,0.09433962264150944,0.8867197649636525,0.20895718125363705,83.56929229069931,0.10462925912833995,0.06222627621056579,0.9244571409964927,0.38066193795976494,0.2779756947485269,1091.5284023024778,5939.320319827935,30173.437897723128,82349.47159754855,2.641692318159009,0.5,0.22680783547493033,9.408388710054494,20.303998208322263,834.635533717315,8.02347662832473,13.915604130453778,10.6,1059.7909628564219,108.38100000000001,249.86830112652777,2.8183927934114674,0.20757841080640815,0.8381147422263726,1.5992496889852954,3.6788428593767604,69.98662719999999,162.3778470749485,797.7873333333333,1904.6278512404863,558.4927966457022,1404.4911315930296,554.2893333333334,1413.9049712989236,412.8006666666667,1099.5104787551509,0.34994883190664133,0.22432784865464836,15.0,0.0,2.0,0.37142857142857144,1.0,159.0,0.0,15.0,12.0,0.6407848608302267,5.412035931356488,0.786271941577195,-0.4469074781987204,384.9866666666667,867.3176110174129,3.6788428593767604,0.0,72.24234630986751,163.51435486580468,1.1673732681615896,0.3681080019305129,0.6156078212194331,0.8067405609790934,0.031728248709190034,0.03728360200508671,553.0297250859106,1399.8377821827048,30173.437897723114,78990.31859357511,1.1214911003337593,2.5611531169351404e-06,0.21372805842280493
openml_autos_9,0.07373599632176012,0.11726561303146325,0.917985364391011,0.8847198198939484,0.34375,0.7993617002276227,0.1328092460593601,11.694604894059038,0.1293686450219604,0.11581449372336254,2.2636500282754315,0.1663384942463881,0.17828732783426712,2426.204579610972,66792.37909076443,633366.8400233523,4661815.412784937,13.7847234554682,0.16666666666666666,0.11406321346808825,337.8515376333632,1559.7389914220323,3947.440825046522,320.9160114671986,1457.4191988365537,2.909090909090909,6935.625384121554,159.95686363636364,972.9852295830888,3.0174209972461647,0.7357948028027236,19.60220050824071,40.18007894028784,15.006354989888399,82.21636996363637,473.8727916538769,855.6329090909092,4809.309482719206,360.22201590909094,1698.4007213479215,317.83890909090906,1433.7995678314323,205.67290909090912,895.9614942136757,0.1642143954202777,0.1639675627405144,55.0,40.0,6.0,0.07272727272727274,5.0,160.0,0.0,55.0,46.0,1.5690426348735558,4.590163773654495,3.2654488223094016,-0.13146176139245108,649.96,4050.157284673348,8.018631961714386,2.0,126.46185714577291,792.9735777332143,1.1673732681615896,-0.2025520783808404,2.9647357163381,3.5216001964844956,0.3670889014645331,0.21394284687486173,331.50041287878787,1519.3826327647776,633366.8400233537,4635406.909084739,11.608388115839027,4.817107466334524e-07,0.002374815992879618
openml_autoUniv-au6-1000_1555,0.011328729900657638,0.03196424732104218,2.93694036934525,0.6597012413045568,0.041,0.20570961418825937,0.046754473240594716,1.7121182293332604,0.00786089021434407,0.004186699970003498,2.9216026617368103,0.027478883612708758,0.027736618834318334,42425.47782773304,1105329.0868964503,25729302.98831743,115306307.87639607,68.78334340565681,0.125,0.048029752683697455,3535.157855296876,12097.01062699803,1779.6943707051805,3251.7088018409468,11199.747799713312,24.390243902439025,41449.267230611265,2183.1565121951216,8986.15055373912,5.81606759274074,0.6471816243449374,-0.8962803338622876,0.6483861270833998,0.3265314928873041,1669.0290849878047,7053.947164368636,6126.960878048781,21681.843454963167,3825.5247891463414,13078.055339062537,4001.5647926829265,13681.561207468052,2055.1075121951217,7912.172754096888,0.04247543834131992,0.02566735069224368,41.0,4.0,8.0,0.0012195121951219512,7.0,1000.0,0.0,41.0,6.0,2.0251006476993014,68.14443932855679,0.30933100219441056,-0.00043801879288980896,4071.853365853659,16562.902038892447,0.08734228372916492,0.0,1222.711977429133,4983.987898137694,1.180560935266823,-0.0676311610518441,-0.007670283565678941,0.5233383744923255,0.055766997319180896,0.1479371948067786,3763.5596747967484,12852.177871305179,25729302.988317426,115088835.5963945,34.4427500358292,2.0571713815834885e-07,0.7277831920610307
openml_auto_price_745,0.1256335798551451,0.11633756181031937,1.7701977044494925,0.8093809186634403,0.12578616352201258,0.8893647566781991,0.20895718125363705,83.56949797230753,0.0897811305191421,0.0646895424983123,0.9244571409964927,0.29283959206191235,0.24103062155229976,604.0630922398695,4439.13218445601,22630.04594578258,71948.1680946474,3.4745855774324412,0.5,0.22680783547493033,414.827256627902,1223.0255992685654,834.6356051120882,411.0278358659266,1215.398444185411,7.95,1059.7899755716544,81.28575000000001,219.8235542505745,2.428592283337607,0.6784924832999658,3.4480876314419917,10.556252115046448,3.783994753370791,52.4158404,142.838375407622,598.4905,1672.842686011402,418.8828050314466,1230.8702826856738,415.66700000000003,1238.4359751850848,309.70050000000003,961.432592335521,0.2660625621083778,0.24260048262114747,20.0,6.0,2.0,0.19999999999999998,1.0,159.0,0.0,20.0,16.0,0.6407848608302267,5.653313756064714,0.7909696704212724,-0.44690712139470135,288.79,763.8740064889457,3.783994753370791,0.0,54.22444528898259,143.96547641301376,1.1673732681615896,0.3681092031983504,1.2405755470070958,1.6458129206519718,0.16477719919012038,0.22320110038783095,414.75373711340217,1226.4809715216518,22630.045945782582,69117.27324956935,1.121486445467741,2.5611535578317623e-06,0.20903032957872755
openml_backache_463,0.016903562266176373,0.026225931629058705,0.6386579835749465,0.6211499327872327,0.2777777777777778,0.660755960263137,0.20895718125363705,0.6529074316507532,0.013468181875754708,0.020736088365673023,0.5813214987637029,0.08006831958752697,0.078502933914475,0.11275824301802652,2.8290871135354805,5.263218042209803,30.416294246903792,59.38535972758207,0.5,0.510688230856951,3.1769355945557276,13.162001424198978,2.8278629612071815,3.1316362100881396,12.985526661448745,3.6,20.944535504578496,0.8334500000000001,2.8860941621428613,1.2101905124405061,0.6173610951518763,22.88858332820254,43.61523899730112,0.774932959479829,0.5144622000000002,2.0848270252090466,5.810599999999999,19.837913238883505,3.3328466666666667,13.315854058927826,3.1648,13.13028874824331,2.061,8.704293158422177,0.009788969898143141,0.012609839709327471,50.0,45.0,2.0,0.0024489795918367346,1.0,180.0,1.0,50.0,43.0,0.40294135786694235,64.2426139032354,0.4365984390232603,-0.04917761909625832,3.7495999999999996,11.211076330566836,0.774932959479829,0.0,0.80507362480889,2.170082877390105,1.1673732681615896,0.04726354007168252,3.649040897169846,3.379416304454969,0.45025306602697335,0.14255123448300153,3.2082111111111105,13.161122332071018,5.2632180422098065,22.905353585206786,10.178705372371654,9.454061315889635e-06,0.5634015609767398
openml_badges2_1121,0.1006131430493891,0.22526180563621942,1.4605239255195488,0.8661152550102157,0.034013605442176874,0.9999999999999999,0.20895718125363705,9.852984804908688,0.12070834799621281,0.3139173869862462,0.8631205685666311,0.22031005779555382,0.27291305203686045,0.2615020934426103,0.7771696041600382,1.4775674857792964,3.6588126857047207,8.148927561473469,0.5,0.30304576336566325,2.9850291170650096,4.536204096472099,1.5346806490095728,2.900138309206426,4.428982148476537,29.4,4.988695022960138,0.92675,1.2685468775554003,2.2177261923151232,0.9757153825976613,1.048752994054098,2.376378123316925,1.0506916044007308,0.6123138,1.0261298704863824,6.475,8.143206098064544,3.2264013605442172,4.531752508532103,3.157,4.517354314197636,1.525,2.2062096707047387,0.10591830177105707,0.26837177253428857,10.0,3.0,2.0,0.13333333333333333,1.0,294.0,0.0,10.0,8.0,0.5982695885852573,12.789155425437981,0.9999999999999998,-0.0770022011545288,4.95,6.048186137641232,0.9836257146133836,0.0,0.8918515895323573,0.8706116802620905,1.1673732681615896,0.06711953668574099,0.8995234736545775,1.0509697518861574,0.275730944254835,0.19307791423397305,3.1379606741573034,4.4926988040336635,1.4775674857792946,2.607176913902216,4.432396208026891,2.7752572542407294e-06,2.2204460492503185e-16
openml_balance-scale_11,-6.250002346150688e-08,0.0,2.3219280948873626,0.0,0.0064,0.42392735119707864,0.563809523809525,63.395442099716654,0.0437559133543309,0.0,1.318116246441582,0.0,0.0,0.0,0.0,2.003205128205128,0.0,9.73829735250785,0.3333333333333333,0.2207787429381129,2.6051710846973517,0.0,1.2190676701606842,2.1897810218978107,5.127900497022837e-16,156.25,3.9391386141034794,2.0,0.0,3.5046904700382786,0.0,-1.3054356480000002,0.0,2.0934748087709765,1.4826,0.0,5.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.13535387129066612,0.0,4.0,0.0,3.0,0.0,2.0,625.0,0.0,4.0,0.0,0.9136485598712407,16.15450081144063,0.6773099773242658,-0.2788121621727687,4.0,0.0,2.092836646677805,0.0,1.4153462926807447,0.0,1.3063253678127444,0.08883079139216245,0.0,0.0,0.1987179487179487,0.0,3.0,0.0,2.003205128205128,0.0,4.218747293065079,1.5070408950617283e-06,0.32312157383786566
